nom_normalise;uuid;nom_exact;niveau;parent;membres;type_groupe
"sous-groupe 1";a9c80e43-47db-4873-a2bf-d0cc4de13c21;"SOUS-GROUPE 1";"SOUS_GROUPE";"LE SERMENT DU BONHEUR";3;meme-niveau
"sous-groupe 1";a9e553af-8662-4d82-8550-e622be33e18b;"SOUS-GROUPE 1";"SOUS_GROUPE";"SHISHIKU";2;meme-niveau
"sous-groupe 1";aa5923b6-be14-4c81-bc26-52ea5f7a411c;"SOUS-GROUPE 1";"SOUS_GROUPE";"LOTUS";9;meme-niveau
"sous-groupe 1";aa8d86a8-673b-4f02-bb0a-717e42b3f0b5;"SOUS-GROUPE 1";"SOUS_GROUPE";"DJIWIDOU";9;meme-niveau
"sous-groupe 1";aac45259-9e7d-4f6d-a1be-f814441eb7cf;"SOUS-GROUPE 1";"SOUS_GROUPE";"COLATIER";9;meme-niveau
"sous-groupe 1";ab4c00ab-1050-4697-89df-d1406942350d;"SOUS-GROUPE 1";"SOUS_GROUPE";"BONNE FORTUNE";4;meme-niveau
"sous-groupe 1";ab5a6845-ce42-4371-86d4-f957f92859ec;"SOUS-GROUPE 1";"SOUS_GROUPE";"PERSEVERANCE";6;meme-niveau
"sous-groupe 1";ab92cb5a-d0a4-4cd8-bfa3-d47e9b1237e1;"SOUS-GROUPE 1";"SOUS_GROUPE";"ESPOIR";6;meme-niveau
"sous-groupe 1";ab948845-d2e5-434f-81b6-005b0d9db2b0;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";6;meme-niveau
"sous-groupe 1";ab96ac8e-10c5-4904-b5a5-5687e97f41bc;"SOUS-GROUPE 1";"SOUS_GROUPE";"SADO 1";15;meme-niveau
"sous-groupe 1";ac4ff351-7fd7-4bda-b533-86cd311b1f1e;"SOUS-GROUPE 1";"SOUS_GROUPE";"SALLE DES FETES";6;meme-niveau
"sous-groupe 1";ac734c1f-0524-42a6-8a40-59c5d45c8845;"SOUS-GROUPE 1";"SOUS_GROUPE";"KEN YAKU";3;meme-niveau
"sous-groupe 1";acedffef-75b0-46d3-af49-354ab3822094;"SOUS-GROUPE 1";"SOUS_GROUPE";"HARMONIE";5;meme-niveau
"sous-groupe 1";ad3c06bc-e54e-41ee-8ec5-f3f95a46c533;"SOUS-GROUPE 1";"SOUS_GROUPE";"ASSABOU";3;meme-niveau
"sous-groupe 1";ad4330cb-fd7f-44fb-9d0d-5efdd1413575;"SOUS-GROUPE 1";"SOUS_GROUPE";"20 ARRONDISSEMENT";3;meme-niveau
"sous-groupe 1";adb09ecb-bcf2-4347-8c7c-7b1a0a7da643;"SOUS-GROUPE 1";"SOUS_GROUPE";"SHARIPUTRA";5;meme-niveau
"sous-groupe 1";adf4e9f3-0647-46ed-9afd-8b0e9a2b3264;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL LEVANT";1;meme-niveau
"sous-groupe 1";ae429dc3-56ba-4e2a-b02c-ca9eb2af42a2;"SOUS-GROUPE 1";"SOUS_GROUPE";"ROI LION";12;meme-niveau
"sous-groupe 1";ae467865-59a9-4799-9168-d1a069b77532;"SOUS-GROUPE 1";"SOUS_GROUPE";"BELLE VILLE";4;meme-niveau
"sous-groupe 1";af2d8277-97fb-4eba-bd03-6691b44b412d;"SOUS-GROUPE 1";"SOUS_GROUPE";"YAJUTSU";7;meme-niveau
"sous-groupe 1";af78ca1a-0cb4-4a8d-b82f-1553e0620d73;"SOUS-GROUPE 1";"SOUS_GROUPE";"RENAISSANCE DOROPO";3;meme-niveau
"sous-groupe 1";af8d617f-acd0-4ae6-9344-0720d4fadced;"SOUS-GROUPE 1";"SOUS_GROUPE";"MITTERRAND 1";11;meme-niveau
"sous-groupe 1";af9c2884-2761-4825-a70e-6fbec5bfea21;"SOUS-GROUPE 1";"SOUS_GROUPE";"SANON";7;meme-niveau
"sous-groupe 1";af9e6bab-0eb0-4298-96f3-d9e8aa53420e;"SOUS-GROUPE 1";"SOUS_GROUPE";"PEASSEU";7;meme-niveau
"sous-groupe 1";afaad97a-c228-499e-814d-2eeca9cd8318;"SOUS-GROUPE 1";"SOUS_GROUPE";"KAVOETCHIVA";6;meme-niveau
"sous-groupe 1";afe43d9b-8765-4481-bf55-0c98cb26440c;"SOUS-GROUPE 1";"SOUS_GROUPE";"VICTIOIRE D'ARRAH";12;meme-niveau
"sous-groupe 1";b03abcfc-f03d-442b-91a0-3eee5edb6303;"SOUS-GROUPE 1";"SOUS_GROUPE";"Mission";6;meme-niveau
"sous-groupe 1";b06b886c-bf48-471c-8897-5885f3c7fecf;"SOUS-GROUPE 1";"SOUS_GROUPE";"LOTUS";7;meme-niveau
"sous-groupe 1";b0eae802-cb59-4a0a-94ee-803b7e837890;"SOUS-GROUPE 1";"SOUS_GROUPE";"WEBJA";14;meme-niveau
"sous-groupe 1";b1005756-0908-4d96-83e9-6333e270672d;"SOUS-GROUPE 1";"SOUS_GROUPE";"DETERMINATION";4;meme-niveau
"sous-groupe 1";b18b1d20-f808-468e-bf2c-179045e8a610;"SOUS-GROUPE 1";"SOUS_GROUPE";"BODHISATTVAS  SORTIS DE TERRE";5;meme-niveau
"sous-groupe 1";b19f76bb-b1d1-4784-ab7b-13d870d7a257;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL LEVANT";6;meme-niveau
"sous-groupe 1";b1bb4754-ef6e-4940-9764-25252950fb44;"SOUS-GROUPE 1";"SOUS_GROUPE";"Groupe 1";7;meme-niveau
"sous-groupe 1";b1ef72fa-2e5a-483f-b614-7ffb48942738;"SOUS-GROUPE 1";"SOUS_GROUPE";"Groupe 1";6;meme-niveau
"sous-groupe 1";b2082165-5461-4d3f-bec0-b796c7681ca4;"SOUS-GROUPE 1";"SOUS_GROUPE";"FUKYO";4;meme-niveau
"sous-groupe 1";b21103d5-27bd-489b-aa9c-0f2df58c516f;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL LEVANT";8;meme-niveau
"sous-groupe 1";b2118788-dc91-4cb8-ae47-6d550827923e;"SOUS-GROUPE 1";"SOUS_GROUPE";"KOUDOKU";3;meme-niveau
"sous-groupe 1";b2a68299-568b-45fc-8785-9169fd2146f4;"SOUS-GROUPE 1";"SOUS_GROUPE";"PRINTEMPS";8;meme-niveau
"sous-groupe 1";b2b056f1-753a-4c7f-a303-d3d623963b36;"SOUS-GROUPE 1";"SOUS_GROUPE";"GRANDE MONTAGNE";4;meme-niveau
"sous-groupe 1";b2ef2c6d-fbcc-4748-923f-9168feffc2bb;"SOUS-GROUPE 1";"SOUS_GROUPE";"IKEDA";7;meme-niveau
"sous-groupe 1";b3264239-a899-4328-981a-758afbc8da66;"SOUS-GROUPE 1";"SOUS_GROUPE";"LA VOIE D'OR";11;meme-niveau
"sous-groupe 1";b34ea984-de08-4aff-926b-9312f0a65171;"SOUS-GROUPE 1";"SOUS_GROUPE";"KOSEN RUFU";6;meme-niveau
"sous-groupe 1";b3907bc4-b92f-483d-af6c-c739912f3229;"SOUS-GROUPE 1";"SOUS_GROUPE";"Groupe 4";3;meme-niveau
"sous-groupe 1";b3aa25f3-ff86-4fa4-8a7f-6786e10791b4;"SOUS-GROUPE 1";"SOUS_GROUPE";"DJOMI";5;meme-niveau
"sous-groupe 1";b407cc97-9ea2-4b3b-a141-c2c1301b6523;"SOUS-GROUPE 1";"SOUS_GROUPE";"JOGYO";8;meme-niveau
"sous-groupe 1";b4181830-ff25-4e9e-9024-c4ffd873b24a;"SOUS-GROUPE 1";"SOUS_GROUPE";"YANWROZRAN";7;meme-niveau
"sous-groupe 1";b42a3de9-c114-40dd-84de-8886c44493c3;"SOUS-GROUPE 1";"SOUS_GROUPE";"VICTOIRE ETERNELLE";2;meme-niveau
"sous-groupe 1";b4cecca5-a4ef-41be-8546-ffe68e9f1f1c;"SOUS-GROUPE 1";"SOUS_GROUPE";"SANTAL";8;meme-niveau
"sous-groupe 1";b4d2be84-829d-4d3a-88a2-e119c38b3e9b;"SOUS-GROUPE 1";"SOUS_GROUPE";"FUKYO";6;meme-niveau
"sous-groupe 1";b605a0d3-d96b-46a3-90a9-d176f35532ac;"SOUS-GROUPE 1";"SOUS_GROUPE";"ROI LION";5;meme-niveau
"sous-groupe 1";b664516c-009d-4dcd-8f93-042b42c2887f;"SOUS-GROUPE 1";"SOUS_GROUPE";"JOIE DE LA VICTOIRE";5;meme-niveau
"sous-groupe 1";b6674f4d-c58b-4e0e-ba19-fc22b9023bf0;"SOUS-GROUPE 1";"SOUS_GROUPE";"VICTOIRE";3;meme-niveau
"sous-groupe 1";b685c8b8-40bd-4d5b-8789-cc5dda6b685f;"SOUS-GROUPE 1";"SOUS_GROUPE";"OKOKIKAJI";7;meme-niveau
"sous-groupe 1";b6874d73-516d-4cbe-8f78-1f551457c2cf;"SOUS-GROUPE 1";"SOUS_GROUPE";"ESPOIR";9;meme-niveau
"sous-groupe 1";b68f2cda-c797-454f-a113-01329e8539dc;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";0;meme-niveau
"sous-groupe 1";b7f52fff-b5ea-4e50-ae53-3c389d9c8688;"SOUS-GROUPE 1";"SOUS_GROUPE";"BOLAI";3;meme-niveau
"sous-groupe 1";b80cc963-4eb2-4529-92ac-4d46f501ee00;"SOUS-GROUPE 1";"SOUS_GROUPE";"PALAIS DU B.";4;meme-niveau
"sous-groupe 1";b8325cbc-8edd-4fcf-92c4-55fdd55961bf;"SOUS-GROUPE 1";"SOUS_GROUPE";"EBILASSOKRO";5;meme-niveau
"sous-groupe 1";b84cdd36-9040-4167-9951-a54755d1e692;"SOUS-GROUPE 1";"SOUS_GROUPE";"BIENVENUE";0;meme-niveau
"sous-groupe 1";b92c2d52-4d74-4d10-a023-2243b69e4460;"SOUS-GROUPE 1";"SOUS_GROUPE";"LYCEE";6;meme-niveau
"sous-groupe 1";b975eb1b-d603-4567-8dab-1fbe7c873738;"SOUS-GROUPE 1";"SOUS_GROUPE";"TIMBE ET YOKOLO";4;meme-niveau
"sous-groupe 1";ba6ae556-b4ed-46be-b462-6f83fe1b068b;"SOUS-GROUPE 1";"SOUS_GROUPE";"TERRE PURE";1;meme-niveau
"sous-groupe 1";bab1232f-391f-423a-acfb-5699098df0f6;"SOUS-GROUPE 1";"SOUS_GROUPE";"COMPASSION";4;meme-niveau
"sous-groupe 1";babd5e12-a98e-4de6-ae48-00f2f5e9306e;"SOUS-GROUPE 1";"SOUS_GROUPE";"MAHOU";0;meme-niveau
"sous-groupe 1";bad76621-e7e3-419a-8336-99e605d358a0;"SOUS-GROUPE 1";"SOUS_GROUPE";"TENAM";4;meme-niveau
"sous-groupe 1";baebabdc-2b0f-4fbd-8c01-99e59959b97f;"SOUS-GROUPE 1";"SOUS_GROUPE";"TERRAIN";4;meme-niveau
"sous-groupe 1";bb28a5f8-7638-4567-ba07-cb056f9a769f;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";6;meme-niveau
"sous-groupe 1";bb383cdb-ed4d-4f1a-b8b5-1c636e44b7b6;"SOUS-GROUPE 1";"SOUS_GROUPE";"KITADRIN";8;meme-niveau
"sous-groupe 1";bb931d0a-4495-444a-bda2-26bae7de3f03;"SOUS-GROUPE 1";"SOUS_GROUPE";"AWA";11;meme-niveau
"sous-groupe 1";bba4e410-46ac-4803-a8ad-95c557b78324;"SOUS-GROUPE 1";"SOUS_GROUPE";"EBOTIKOUN";7;meme-niveau
"sous-groupe 1";bbc41179-d67c-4f35-ae9c-eb77fd55db81;"SOUS-GROUPE 1";"SOUS_GROUPE";"ANANGAMAN";13;meme-niveau
"sous-groupe 1";bbc659f3-8ab6-455b-9753-7e385cc65b21;"SOUS-GROUPE 1";"SOUS_GROUPE";"AMITIE";0;meme-niveau
"sous-groupe 1";bbff8cc6-1f5c-4c6a-b111-6ef661c0bcff;"SOUS-GROUPE 1";"SOUS_GROUPE";"VICTOIRE";8;meme-niveau
"sous-groupe 1";bc24f51c-ac52-43d4-8a4c-ab7a793b596e;"SOUS-GROUPE 1";"SOUS_GROUPE";"LOTUS";6;meme-niveau
"sous-groupe 1";bc6f8321-90fa-47e8-9073-ca919adc9b52;"SOUS-GROUPE 1";"SOUS_GROUPE";"TAHAPLEU";0;meme-niveau
"sous-groupe 1";bc827865-1bf6-4002-853e-f63f411a3e11;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL";5;meme-niveau
"sous-groupe 1";bce530b6-83d0-4f89-b5b2-0e7c6fa4368e;"SOUS-GROUPE 1";"SOUS_GROUPE";"AVENUE 2";4;meme-niveau
"sous-groupe 1";bd3cd735-a834-4a84-a91d-6ea575506f0c;"SOUS-GROUPE 1";"SOUS_GROUPE";"FLEUR DE LOTUS";7;meme-niveau
"sous-groupe 1";bd53caf5-6932-4977-8862-038cac9da9a9;"SOUS-GROUPE 1";"SOUS_GROUPE";"PERSÉVÉRANCE";10;meme-niveau
"sous-groupe 1";bd99f49b-e0f5-4481-86b5-28bff41b85db;"SOUS-GROUPE 1";"SOUS_GROUPE";"KUDOKU";6;meme-niveau
"sous-groupe 1";be08dff8-802b-4493-9653-47c8c4582007;"SOUS-GROUPE 1";"SOUS_GROUPE";"N'GOUANGNAMAN";2;meme-niveau
"sous-groupe 1";be18b660-5d6a-4c56-a048-6c06aea97a8c;"SOUS-GROUPE 1";"SOUS_GROUPE";"VICTOIRE";4;meme-niveau
"sous-groupe 1";be64a36b-cc92-4764-b8d8-b6a7b46f4c9a;"SOUS-GROUPE 1";"SOUS_GROUPE";"DAIMOKU";3;meme-niveau
"sous-groupe 1";be6cad86-63f5-41bd-813b-c762eb615ede;"SOUS-GROUPE 1";"SOUS_GROUPE";"LAZAREKRO";5;meme-niveau
"sous-groupe 1";be9ed690-29c0-492e-b9e3-59436e3886cf;"SOUS-GROUPE 1";"SOUS_GROUPE";"SYMPHONIE";4;meme-niveau
"sous-groupe 1";bebffeb4-a170-41ff-a39d-749f41259f05;"SOUS-GROUPE 1";"SOUS_GROUPE";"ASSIE AKPESSE";13;meme-niveau
"sous-groupe 1";bf2aea6b-ca0f-4221-959e-954ff7a138ff;"SOUS-GROUPE 1";"SOUS_GROUPE";"AGBOFIKAN";0;meme-niveau
"sous-groupe 1";bf2f5983-6305-432d-9812-7b41c19ee136;"SOUS-GROUPE 1";"SOUS_GROUPE";"PREUVE FACTUELLE";1;meme-niveau
"sous-groupe 1";bf9e0fdc-f7f6-4eba-ab52-77a41b93e2b1;"SOUS-GROUPE 1";"SOUS_GROUPE";"DETERMINATION";3;meme-niveau
"sous-groupe 1";bfbaef7d-7941-4a75-90d7-d9f148077268;"SOUS-GROUPE 1";"SOUS_GROUPE";"PIC DU VAUTOUR";0;meme-niveau
"sous-groupe 1";bfd4592c-f8a7-4b1d-9d91-528f2330d26f;"SOUS-GROUPE 1";"SOUS_GROUPE";"NOUVELLE HORIZON";3;meme-niveau
"sous-groupe 1";bfdc1f67-d0b1-481f-9807-fc5e23176e33;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL";2;meme-niveau
"sous-groupe 1";c0a51f9e-a249-4990-995a-2f5f7be8178d;"SOUS-GROUPE 1";"SOUS_GROUPE";"E-GNANYE";7;meme-niveau
"sous-groupe 1";c0e186bb-dbc8-405d-8d12-fb965c43fb3f;"SOUS-GROUPE 1";"SOUS_GROUPE";"HARMONIE";9;meme-niveau
"sous-groupe 1";c1098c13-fe93-40c5-8baf-3f7096bdb59b;"SOUS-GROUPE 1";"SOUS_GROUPE";"CHÂTEAU";2;meme-niveau
"sous-groupe 1";c1619ba6-03cd-4006-94cc-afcfc9384125;"SOUS-GROUPE 1";"SOUS_GROUPE";"PERSEVERANCE";6;meme-niveau
"sous-groupe 1";c19b22e8-d733-44c2-98ae-6665eb2c300f;"SOUS-GROUPE 1";"SOUS_GROUPE";"HI MAX";3;meme-niveau
"sous-groupe 1";c2028690-5bf8-4589-8d53-e84cc725c33f;"SOUS-GROUPE 1";"SOUS_GROUPE";"MAIRIE";3;meme-niveau
"sous-groupe 1";c23e0ef6-8699-47ff-86af-80b5c340acb2;"SOUS-GROUPE 1";"SOUS_GROUPE";"SHONIN";10;meme-niveau
"sous-groupe 1";c2917643-0f8e-410c-9a21-e897522a26b4;"SOUS-GROUPE 1";"SOUS_GROUPE";"DAÏ-ICHINEN";3;meme-niveau
"sous-groupe 1";c2949217-1ddc-48e2-a755-a210067d4abc;"SOUS-GROUPE 1";"SOUS_GROUPE";"HONMAKUKYOTO";0;meme-niveau
"sous-groupe 1";c2ba3768-7068-428c-83a4-cada4982c08e;"SOUS-GROUPE 1";"SOUS_GROUPE";"CHEMIN DU BONHEUR";2;meme-niveau
"sous-groupe 1";c346e007-05a6-47db-9a9e-4f18d7793585;"SOUS-GROUPE 1";"SOUS_GROUPE";"DEFIS";11;meme-niveau
"sous-groupe 1";c3c95aab-6f53-4f40-b25a-6acad9825eef;"SOUS-GROUPE 1";"SOUS_GROUPE";"ESPOIR 1";3;meme-niveau
"sous-groupe 1";c3cbd197-e876-49e4-89b3-d91f1e048c99;"SOUS-GROUPE 1";"SOUS_GROUPE";"ST JEAN";7;meme-niveau
"sous-groupe 1";c431c9f7-37ef-4715-80b1-5dd4506e1a4f;"SOUS-GROUPE 1";"SOUS_GROUPE";"ROSSHO";2;meme-niveau
"sous-groupe 1";c4cee618-c312-4607-bb34-5f38da05bc56;"SOUS-GROUPE 1";"SOUS_GROUPE";"SADO 2";9;meme-niveau
"sous-groupe 1";c5616c5f-71cf-4d1e-b557-00cba95356b9;"SOUS-GROUPE 1";"SOUS_GROUPE";"REVOLUTION HUMAINE";3;meme-niveau
"sous-groupe 1";c62bd520-fae8-42b5-aee8-d988fe62d257;"SOUS-GROUPE 1";"SOUS_GROUPE";"Legrand";4;meme-niveau
"sous-groupe 1";c662e503-3ec2-4ef1-8bf0-a78c4602ec3b;"SOUS-GROUPE 1";"SOUS_GROUPE";"DJANEDJI";5;meme-niveau
"sous-groupe 1";c6c87241-3bba-4186-bc7c-8925391de346;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";8;meme-niveau
"sous-groupe 1";c73eff5a-aa82-4895-a8f7-83ed02e03331;"SOUS-GROUPE 1";"SOUS_GROUPE";"PREUVE FACTUELLE";6;meme-niveau
"sous-groupe 1";c7541300-2016-469b-97f2-b87bc3a203b4;"SOUS-GROUPE 1";"SOUS_GROUPE";"BONNE FORTUNE";7;meme-niveau
"sous-groupe 1";c7575b91-6334-4ffb-86f4-849048425105;"SOUS-GROUPE 1";"SOUS_GROUPE";"HARMONIE";4;meme-niveau
"sous-groupe 1";c75dc349-1247-473e-b4bd-baad87d97c1f;"SOUS-GROUPE 1";"SOUS_GROUPE";"HABITAT CRAONE";3;meme-niveau
"sous-groupe 1";c7c35263-793a-461e-8f3d-ccb847ccf27e;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL";1;meme-niveau
"sous-groupe 1";c7ce56b4-4939-447e-a500-39034b82039c;"SOUS-GROUPE 1";"SOUS_GROUPE";"ANOUANZÈ";7;meme-niveau
"sous-groupe 1";c83c3c41-3933-463d-b3a5-03f254f23cc9;"SOUS-GROUPE 1";"SOUS_GROUPE";"DYNAMISME";9;meme-niveau
"sous-groupe 1";c873083b-53d5-454e-aba7-19d9f05243ac;"SOUS-GROUPE 1";"SOUS_GROUPE";"CITE POLICIERE";4;meme-niveau
"sous-groupe 1";c8ae0a1a-a254-4950-b648-421c4b52a1a8;"SOUS-GROUPE 1";"SOUS_GROUPE";"AMIJEC";2;meme-niveau
"sous-groupe 1";c8b75862-7289-4e02-86ce-e9bafc67da18;"SOUS-GROUPE 1";"SOUS_GROUPE";"ANOUMABO SAINT PIERRE";6;meme-niveau
"sous-groupe 1";c939dffc-25af-45d0-bec2-b5c9b33d0834;"SOUS-GROUPE 1";"SOUS_GROUPE";"Dépôt mosquée";5;meme-niveau
"sous-groupe 1";c962397e-c925-4331-97ed-d5ebf3710f67;"SOUS-GROUPE 1";"SOUS_GROUPE";"SHIJO KINGO";3;meme-niveau
"sous-groupe 1";c976312c-b166-480b-900e-639bb317400f;"SOUS-GROUPE 1";"SOUS_GROUPE";"FOI FORTE";2;meme-niveau
"sous-groupe 1";c9bc6ce4-ce35-41d3-9902-2160e32c494a;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL";1;meme-niveau
"sous-groupe 1";c9d00931-d610-48aa-8d62-7c71138b14a7;"SOUS-GROUPE 1";"SOUS_GROUPE";"BONO SOKU BODAI";9;meme-niveau
"sous-groupe 1";c9d9d7c7-1612-414d-b842-e8d4cb429047;"SOUS-GROUPE 1";"SOUS_GROUPE";"SUTRA DU LOTUS";3;meme-niveau
"sous-groupe 1";ca091a8f-9e69-443e-ae67-2672e1cf0f42;"SOUS-GROUPE 1";"SOUS_GROUPE";"SICOGI";3;meme-niveau
"sous-groupe 1";ca553b54-c552-42af-8355-869fae538526;"SOUS-GROUPE 1";"SOUS_GROUPE";"TOUR AUX TRESORS";4;meme-niveau
"sous-groupe 1";caad3f3f-eaa3-4f06-8820-235ac5a6fd6c;"SOUS-GROUPE 1";"SOUS_GROUPE";"ALEBE";7;meme-niveau
"sous-groupe 1";cb824e0e-d984-4d56-8efe-ac6104ab0f1e;"SOUS-GROUPE 1";"SOUS_GROUPE";"SOLEIL";4;meme-niveau
"sous-groupe 1";cb907c73-9aef-410a-a1a8-c60040662329;"SOUS-GROUPE 1";"SOUS_GROUPE";"PETROCI";5;meme-niveau
"sous-groupe 1";cbd2ef19-c093-4ce0-a593-d4c5a740c6c6;"SOUS-GROUPE 1";"SOUS_GROUPE";"MONASTÈRE";2;meme-niveau
"sous-groupe 1";cbef286b-23d2-4479-873d-cf8edff2de99;"SOUS-GROUPE 1";"SOUS_GROUPE";"KUDOKU";6;meme-niveau
"sous-groupe 1";cc1813e5-effb-4b04-b79f-3fa69be2bf2b;"SOUS-GROUPE 1";"SOUS_GROUPE";"LA TOUR AUX TRESORS";4;meme-niveau
"sous-groupe 1";cc2f7212-b1c4-42e6-9bcb-1e2bfa009e2f;"SOUS-GROUPE 1";"SOUS_GROUPE";"ALIODAN";3;meme-niveau
"sous-groupe 1";cc9e56c3-3e57-4be3-a84f-a7e7cad5c8ec;"SOUS-GROUPE 1";"SOUS_GROUPE";"TROYA";8;meme-niveau
"sous-groupe 1";cca5e2d9-e71d-4dae-acf8-9856b681fbc2;"SOUS-GROUPE 1";"SOUS_GROUPE";"AZOUMANI";3;meme-niveau
"sous-groupe 1";cca61da3-26ef-4771-affa-357ff0d77e46;"SOUS-GROUPE 1";"SOUS_GROUPE";"LOTUS";0;meme-niveau
"sous-groupe 1";ccb450c6-7fa9-428c-b1d6-305df920bc96;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";8;meme-niveau
"sous-groupe 1";cccac918-e6e4-49cf-abc5-3ed9509b3fab;"SOUS-GROUPE 1";"SOUS_GROUPE";"KIBOH";6;meme-niveau
"sous-groupe 1";cd33ad9b-742d-4ecf-a54d-9f6662cbc47d;"SOUS-GROUPE 1";"SOUS_GROUPE";"KANZEON";7;meme-niveau
"sous-groupe 1";cd36e6ca-395c-4f84-ac8f-e510f04d944b;"SOUS-GROUPE 1";"SOUS_GROUPE";"DUOKRO";0;meme-niveau
"sous-groupe 1";cd60c38f-7617-4d02-816c-be6f3ff73862;"SOUS-GROUPE 1";"SOUS_GROUPE";"MYVA";2;meme-niveau
"sous-groupe 1";cd77940b-3283-4462-b0e8-2ed607862a64;"SOUS-GROUPE 1";"SOUS_GROUPE";"GOOFLA";2;meme-niveau
"sous-groupe 1";cda454b9-af0a-4953-b174-b7cbb7becefd;"SOUS-GROUPE 1";"SOUS_GROUPE";"TRESOR DU CŒUR";5;meme-niveau
"sous-groupe 1";cdbc75b3-a4e4-4ec5-8ef0-925c4452d40f;"SOUS-GROUPE 1";"SOUS_GROUPE";"KYOSAI";3;meme-niveau
"sous-groupe 1";ce0023e6-ba1f-40d7-86bc-c674572e6648;"SOUS-GROUPE 1";"SOUS_GROUPE";"DELACELLE";7;meme-niveau
"sous-groupe 1";ce2626b3-a555-4358-9613-cd1f450c37be;"SOUS-GROUPE 1";"SOUS_GROUPE";"DETERMINATION";8;meme-niveau
"sous-groupe 1";ce40f3e7-34ad-4d37-a2a1-0d9c88de8f05;"SOUS-GROUPE 1";"SOUS_GROUPE";"DETERMINATION";9;meme-niveau
"sous-groupe 1";ce481a28-ab72-47a0-a4d9-272f42904333;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";3;meme-niveau
"sous-groupe 1";ce9cd149-0451-4bf2-b1e1-6a651fc42183;"SOUS-GROUPE 1";"SOUS_GROUPE";"ESPERANCE";5;meme-niveau
"sous-groupe 1";cecd63c0-f3b4-4191-bbcf-00c510c7abfd;"SOUS-GROUPE 1";"SOUS_GROUPE";"GBE";0;meme-niveau
"sous-groupe 1";cedc803e-d3bb-4ba0-98e7-005bd5d80520;"SOUS-GROUPE 1";"SOUS_GROUPE";"VICTOIRE";3;meme-niveau
"sous-groupe 1";cede31b3-7a17-416f-8ac8-ad0f18621496;"SOUS-GROUPE 1";"SOUS_GROUPE";"Lycée municipal";4;meme-niveau
"sous-groupe 1";cee839ec-8cae-47c7-9b8d-049ae30734c7;"SOUS-GROUPE 1";"SOUS_GROUPE";"ESPOIR BEINLEU";3;meme-niveau
"sous-groupe 1";cf76d676-a804-40ed-8d59-ae9d567fb487;"SOUS-GROUPE 1";"SOUS_GROUPE";"LUTTE COMMUNE";3;meme-niveau
"sous-groupe 1";cf7e9ad3-9406-49a4-81b3-4ffb788126b3;"SOUS-GROUPE 1";"SOUS_GROUPE";"Azaguié";7;meme-niveau
"sous-groupe 1";cf94bd7d-3d59-4b10-9593-ab2d25b22307;"SOUS-GROUPE 1";"SOUS_GROUPE";"PERSEVERANCE";2;meme-niveau
"sous-groupe 1";d055f98e-6316-46ab-800e-a7f1658a538d;"SOUS-GROUPE 1";"SOUS_GROUPE";"ZOUZOU";3;meme-niveau
"sous-groupe 1";d08b8c61-e137-44d0-8339-7973fbfb841b;"SOUS-GROUPE 1";"SOUS_GROUPE";"Cité concorde";5;meme-niveau
"sous-groupe 1";d0e26e08-2e47-4091-98e9-5598368cbd30;"SOUS-GROUPE 1";"SOUS_GROUPE";"DISCIPLES D'IKEDA";5;meme-niveau
"sous-groupe 1";d18e6550-b7af-46c7-9b28-e03b3be6ab98;"SOUS-GROUPE 1";"SOUS_GROUPE";"ITAI DOSHIN";5;meme-niveau
"sous-groupe 1";d1fe70a3-517e-48f8-a6a2-597c1befac33;"SOUS-GROUPE 1";"SOUS_GROUPE";"NICHI";7;meme-niveau
"sous-groupe 1";d2183a26-2005-4386-b0e0-143f164bd836;"SOUS-GROUPE 1";"SOUS_GROUPE";"CERISIER";4;meme-niveau
"sous-groupe 1";d22ba745-fc58-49ef-8b79-7768282b0bf8;"SOUS-GROUPE 1";"SOUS_GROUPE";"TERRE DE VICTOIRES";3;meme-niveau
"sous-groupe 1";d2579a5a-24a1-4d59-9d23-a19c2c770c77;"SOUS-GROUPE 1";"SOUS_GROUPE";"BOUAFLA";15;meme-niveau
"sous-groupe 1";d2824869-abd2-47f1-9e20-4fc2defeb626;"SOUS-GROUPE 1";"SOUS_GROUPE";"NONIN";9;meme-niveau
"sous-groupe 1";d283c605-3eb8-469a-880e-6c570402d278;"SOUS-GROUPE 1";"SOUS_GROUPE";"Lumière d'ancienne Gendarmerie";3;meme-niveau
"sous-groupe 1";d31602df-8689-46b5-a05b-800b647a6b47;"SOUS-GROUPE 1";"SOUS_GROUPE";"PETIONARA";1;meme-niveau
